Strategy,Final Value,Total Return (%),CAGR (%),Sharpe Ratio,Max Drawdown (%),Ticker
Enhanced DCA,37.8,-488.48,-75.55,-1.3,99.48,STSS
Weighted DCA,25.36,-528.39,-78.21,-1.45,99.64,STSS
Weighted DCA,3224849.34,646.92,15.25,0.58,82.26,STT
DCA,2711302.67,629.57,14.81,0.57,82.26,STT
Enhanced DCA,2371466.59,616.18,14.48,0.56,82.26,STT
Weighted DCA,6788.48,30.58,3.27,0.28,30.49,STT-PG
DCA,6705.66,29.35,3.14,0.27,30.51,STT-PG
Enhanced DCA,6598.79,27.74,2.97,0.27,30.48,STT-PG
DCA,1156.81,-146.38,-25.14,-0.14,92.72,STTDF
Enhanced DCA,1068.96,-154.28,-26.3,-0.15,93.28,STTDF
Weighted DCA,615.41,-209.49,-33.92,-0.23,96.53,STTDF
DCA,2872.0,-55.44,-10.54,0.29,93.45,STTK
Enhanced DCA,2531.89,-68.05,-12.77,0.27,93.45,STTK
Weighted DCA,1947.85,-94.27,-17.25,0.25,93.44,STTK
Weighted DCA,5005.3,0.11,1.68,0.0,0.13,STUB
Enhanced DCA,5003.98,0.08,1.26,0.0,0.1,STUB
DCA,5000.97,0.02,0.31,0.0,0.12,STUB
Weighted DCA,5918.61,16.87,4.08,0.22,51.66,STVN
Enhanced DCA,5733.5,13.69,3.3,0.21,43.62,STVN
DCA,5620.57,11.7,2.82,0.17,46.94,STVN
Weighted DCA,22941.63,152.35,9.91,0.58,66.32,STWD
DCA,21872.51,147.58,9.58,0.57,66.34,STWD
Enhanced DCA,20511.9,141.16,9.15,0.56,66.31,STWD
Weighted DCA,166001.98,350.26,16.62,0.44,88.73,STX
DCA,154163.74,342.86,16.24,0.43,88.74,STX
Enhanced DCA,147979.63,338.76,16.03,0.43,88.74,STX
Weighted DCA,190.76,-326.62,-14.33,0.08,99.65,STXS
Enhanced DCA,188.65,-327.73,-14.37,0.06,99.53,STXS
DCA,177.76,-333.67,-14.61,0.08,99.65,STXS
Weighted DCA,356286.74,426.63,13.57,0.51,67.38,STZ
DCA,308579.28,412.25,13.08,0.5,67.39,STZ
Enhanced DCA,305655.35,411.3,13.05,0.5,67.37,STZ
Weighted DCA,8262480.37,741.0,17.66,0.2,96.98,SU
Enhanced DCA,7131610.08,726.29,17.28,0.19,96.98,SU
DCA,6102141.88,710.7,16.88,0.19,96.98,SU
DCA,3900.97,-24.82,-13.6,-14.62,39.59,SUGP
Enhanced DCA,3644.27,-31.63,-16.99,-19.99,47.82,SUGP
Weighted DCA,3426.65,-37.79,-19.95,-29.57,54.35,SUGP
Weighted DCA,5414.12,7.96,6.87,2.72,7.9,SUGRF
DCA,5288.12,5.6,4.79,2.49,5.82,SUGRF
Enhanced DCA,5253.07,4.94,4.21,2.26,4.91,SUGRF
Weighted DCA,170506.14,352.93,11.74,0.52,74.04,SUI
DCA,157024.84,344.7,11.45,0.51,74.04,SUI
Enhanced DCA,143310.37,335.56,11.13,0.5,74.04,SUI
Weighted DCA,9.1,-630.94,-32.97,-0.14,99.86,SUIC
Enhanced DCA,0.72,-884.09,-42.91,-0.04,100.0,SUIC
DCA,0.57,-908.38,-43.78,-0.04,100.0,SUIC
Enhanced DCA,17823.75,127.11,8.51,0.32,96.05,SUIG
Weighted DCA,16553.88,119.72,8.0,0.32,96.64,SUIG
DCA,15345.88,112.14,7.47,0.31,95.66,SUIG
Weighted DCA,21323.73,145.04,11.79,0.54,64.91,SUN
DCA,19487.38,136.03,11.02,0.52,62.94,SUN
Enhanced DCA,19321.83,135.18,10.94,0.52,62.94,SUN
Weighted DCA,719.64,-193.84,-13.85,0.12,96.36,SUND
DCA,606.37,-210.97,-14.98,0.07,96.36,SUND
Enhanced DCA,513.12,-227.67,-16.06,0.03,96.36,SUND
Weighted DCA,0.31,-968.57,-19.8,0.03,100.0,SUNE
Enhanced DCA,0.02,-1223.15,-24.32,0.02,100.0,SUNE
DCA,0.02,-1227.4,-24.39,0.01,100.0,SUNE
Weighted DCA,7306.81,37.94,6.3,0.46,21.6,SUNFF
DCA,6797.63,30.71,5.07,0.42,21.63,SUNFF
Enhanced DCA,6776.1,30.4,5.02,0.43,19.96,SUNFF
Enhanced DCA,4833.8,-3.38,-2.68,-1.0,8.27,SUNS
DCA,4794.96,-4.19,-3.3,-0.93,9.78,SUNS
Weighted DCA,4714.19,-5.89,-4.61,-0.82,13.89,SUNS
Enhanced DCA,4945.43,-1.1,-7.2,0.0,2.29,SUNXF
DCA,4938.21,-1.24,-8.12,0.0,2.37,SUNXF
Weighted DCA,4934.57,-1.32,-8.58,0.0,2.78,SUNXF
Weighted DCA,31253.61,183.27,14.65,0.54,75.85,SUPN
DCA,29145.89,176.29,14.05,0.52,75.86,SUPN
Enhanced DCA,28260.56,173.2,13.79,0.52,75.85,SUPN
Enhanced DCA,2759.14,-59.45,-6.15,0.2,90.17,SUPV
DCA,2129.76,-85.34,-8.71,0.19,93.01,SUPV
Weighted DCA,1553.2,-116.91,-11.74,0.19,95.48,SUPV
Weighted DCA,40597.19,209.43,316.35,0.98,29.89,SUPX
DCA,30057.89,179.37,239.28,0.98,28.31,SUPX
Enhanced DCA,29697.23,178.16,236.5,0.98,28.05,SUPX
Weighted DCA,8550.72,53.66,5.34,0.29,43.78,SURDF
DCA,8277.15,50.41,5.01,0.28,43.81,SURDF
Enhanced DCA,8056.3,47.7,4.73,0.26,43.69,SURDF
Enhanced DCA,1094.3,-151.93,-17.89,0.1,95.09,SURG
DCA,1062.47,-154.88,-18.21,0.1,95.08,SURG
Weighted DCA,749.84,-189.73,-21.82,0.07,96.45,SURG
Enhanced DCA,4341.97,-14.11,-9.0,-1.44,39.02,SUUN
DCA,4338.23,-14.2,-9.05,-1.69,35.21,SUUN
Weighted DCA,4073.78,-20.49,-12.8,-1.52,47.35,SUUN
Enhanced DCA,8729.36,55.73,3.35,0.21,77.96,SUZ
DCA,8175.61,49.17,2.95,0.2,79.72,SUZ
Weighted DCA,8027.17,47.34,2.84,0.21,82.51,SUZ
DCA,4999.59,-0.01,-0.0,-605.6,0.01,SVA
Enhanced DCA,4999.71,-0.01,-0.0,-860.5,0.01,SVA
Weighted DCA,4999.45,-0.01,-0.0,-441.98,0.01,SVA
DCA,4999.93,-0.0,-0.06,0.0,0.0,SVAC
Enhanced DCA,4999.96,-0.0,-0.04,0.0,0.0,SVAC
Weighted DCA,4999.9,-0.0,-0.09,0.0,0.0,SVAC
Weighted DCA,5004.53,0.09,0.95,0.0,0.01,SVACU
DCA,5003.23,0.06,0.68,0.0,0.01,SVACU
Enhanced DCA,5001.89,0.04,0.4,0.0,0.0,SVACU
Weighted DCA,5606.09,11.44,10.57,0.61,4.17,SVAUF
DCA,5427.36,8.2,7.47,0.56,2.93,SVAUF
Enhanced DCA,5377.73,7.28,6.6,0.55,2.5,SVAUF
Enhanced DCA,74.37,-420.82,-14.72,0.16,99.85,SVBL
DCA,72.39,-423.51,-14.81,0.16,99.85,SVBL
Weighted DCA,62.63,-437.99,-15.27,0.15,99.84,SVBL
Weighted DCA,4132.77,-19.05,-0.63,0.11,91.27,SVC
DCA,3852.92,-26.06,-0.86,0.1,91.27,SVC
Enhanced DCA,3825.66,-26.77,-0.89,0.1,91.27,SVC
Weighted DCA,5013.03,0.26,0.48,0.0,0.23,SVCC
DCA,5009.63,0.19,0.35,0.0,0.16,SVCC
Enhanced DCA,5004.93,0.1,0.18,0.0,0.09,SVCC
Weighted DCA,5033.25,0.66,0.97,0.0,2.07,SVCCU
DCA,5022.78,0.45,0.66,0.0,1.49,SVCCU
Enhanced DCA,5014.42,0.29,0.42,0.0,0.93,SVCCU
Enhanced DCA,4655.22,-7.14,-4.96,-1.4,16.84,SVCO
DCA,4597.29,-8.4,-5.8,-2.12,18.44,SVCO
Weighted DCA,4404.11,-12.69,-8.64,-2.14,26.85,SVCO
Weighted DCA,5732.91,13.68,4.79,0.68,6.42,SVII
DCA,5575.34,10.89,3.79,0.58,5.97,SVII
Enhanced DCA,5343.93,6.65,2.3,0.36,3.84,SVII
Weighted DCA,5948.46,17.37,6.03,0.6,8.37,SVIIU
DCA,5781.19,14.52,5.01,0.54,7.78,SVIIU
Enhanced DCA,5500.18,9.53,3.26,0.44,5.21,SVIIU
Weighted DCA,5589.53,11.15,3.22,0.22,79.22,SVIX
Enhanced DCA,5422.32,8.11,2.34,0.16,68.52,SVIX
DCA,5307.33,5.97,1.71,0.16,75.35,SVIX
Weighted DCA,14516.94,106.59,13.56,0.38,76.17,SVM
Enhanced DCA,12744.78,93.57,11.81,0.37,76.13,SVM
DCA,12733.64,93.48,11.8,0.37,76.17,SVM
Enhanced DCA,3514.4,-35.26,-9.67,0.42,94.21,SVMB
DCA,3077.83,-48.52,-13.06,0.41,95.08,SVMB
Weighted DCA,1457.78,-123.25,-29.91,0.5,98.71,SVMB
Enhanced DCA,10399.96,73.24,4.01,0.24,40.27,SVNDF
DCA,10242.61,71.71,3.92,0.24,40.27,SVNDF
Weighted DCA,9618.76,65.43,3.57,0.22,40.26,SVNDF
Enhanced DCA,4465.06,-11.32,-1.33,0.22,79.92,SVRA
DCA,4316.48,-14.7,-1.73,0.21,80.32,SVRA
Weighted DCA,2219.45,-81.22,-9.19,0.14,93.36,SVRA
DCA,729.94,-192.42,-43.86,-1.35,88.34,SVRE
Enhanced DCA,623.01,-208.26,-46.46,-1.23,92.32,SVRE
Weighted DCA,188.38,-327.87,-62.6,-1.25,98.01,SVRE
Weighted DCA,3795.35,-27.57,-1.65,0.24,98.57,SVRSF
DCA,3374.01,-39.33,-2.34,0.23,98.41,SVRSF
Enhanced DCA,3301.26,-41.51,-2.47,0.23,98.06,SVRSF
Enhanced DCA,1389.07,-128.08,-34.6,-1.48,75.2,SVUHF
DCA,1200.19,-142.7,-37.7,-1.68,79.49,SVUHF
Weighted DCA,46.18,-468.47,-78.85,-1.5,99.33,SVUHF
Enhanced DCA,5224.8,4.4,1.96,0.1,28.76,SVV
Weighted DCA,5210.81,4.13,1.84,0.11,41.11,SVV
DCA,5124.12,2.45,1.09,0.04,28.98,SVV
Weighted DCA,29.08,-514.72,-30.02,-0.6,99.7,SVVC
Enhanced DCA,22.53,-540.21,-31.25,-0.63,99.75,SVVC
DCA,17.3,-566.62,-32.5,-0.64,99.82,SVVC
Weighted DCA,9353.64,62.63,4.58,0.41,95.25,SVXY
DCA,7751.59,43.85,3.19,0.38,95.25,SVXY
Enhanced DCA,7126.87,35.44,2.57,0.37,95.25,SVXY
Enhanced DCA,8741.33,55.86,4.34,0.28,53.38,SVYSF
Weighted DCA,8068.87,47.86,3.71,0.24,53.28,SVYSF
DCA,7998.57,46.98,3.64,0.23,53.38,SVYSF
Weighted DCA,67721.4,260.6,16.28,0.48,57.42,SW
Enhanced DCA,62051.2,251.85,15.69,0.49,54.57,SW
DCA,55945.73,241.49,15.0,0.48,56.93,SW
Enhanced DCA,6527.02,26.65,7.09,0.26,49.5,SWAG
DCA,6337.11,23.7,6.28,0.25,49.93,SWAG
Weighted DCA,5752.88,14.03,3.67,0.22,55.63,SWAG
Weighted DCA,113394.73,312.14,12.71,0.42,92.78,SWBI
Enhanced DCA,104701.12,304.17,12.36,0.41,92.79,SWBI
DCA,97500.07,297.04,12.06,0.4,92.79,SWBI
Enhanced DCA,8110.49,48.37,11.5,0.34,53.13,SWIM
DCA,7841.23,45.0,10.65,0.33,51.39,SWIM
Weighted DCA,5859.09,15.86,3.63,0.27,68.37,SWIM
Weighted DCA,6030.28,18.74,9.45,0.31,85.2,SWIN
Enhanced DCA,5855.61,15.8,7.91,0.28,77.58,SWIN
DCA,5659.07,12.38,6.15,0.24,77.6,SWIN
DCA,759.34,-188.47,-27.36,0.02,96.34,SWISF
Weighted DCA,737.16,-191.44,-27.72,0.08,97.09,SWISF
Enhanced DCA,727.17,-192.8,-27.89,0.04,96.74,SWISF
Weighted DCA,203159.2,370.46,8.47,0.41,71.31,SWK
Enhanced DCA,198276.53,368.02,8.41,0.41,71.31,SWK
DCA,195479.13,366.6,8.38,0.41,71.31,SWK
Enhanced DCA,1593.52,-114.35,-4.3,0.08,94.37,SWKH
DCA,1588.49,-114.67,-4.32,0.08,94.77,SWKH
Weighted DCA,418.76,-247.99,-9.1,0.04,98.61,SWKH
Weighted DCA,5480.88,9.18,4.7,0.93,1.57,SWKHL
DCA,5336.51,6.51,3.31,0.75,1.11,SWKHL
Enhanced DCA,5226.12,4.42,2.24,0.46,0.75,SWKHL
DCA,143810.0,335.91,8.52,0.34,96.12,SWKS
Enhanced DCA,142736.73,335.16,8.5,0.34,96.12,SWKS
Weighted DCA,128506.36,324.65,8.22,0.34,96.12,SWKS
DCA,4507.78,-10.36,-2.25,0.26,84.68,SWVL
Enhanced DCA,4462.78,-11.37,-2.46,0.26,84.55,SWVL
Weighted DCA,1929.3,-95.23,-18.86,0.21,91.2,SWVL
Enhanced DCA,196321.75,367.03,7.22,0.43,53.62,SWX
Weighted DCA,193818.51,365.75,7.19,0.43,53.62,SWX
DCA,193792.65,365.74,7.19,0.43,53.62,SWX
Weighted DCA,76437.89,272.7,7.42,0.39,57.73,SWZ
DCA,71183.53,265.58,7.21,0.39,57.73,SWZ
Enhanced DCA,70627.3,264.8,7.19,0.39,57.73,SWZ
Weighted DCA,4014.23,-21.96,-1.54,0.2,90.35,SXC
DCA,3610.21,-32.57,-2.27,0.19,90.4,SXC
Enhanced DCA,3604.55,-32.72,-2.28,0.19,90.34,SXC
Weighted DCA,24364.46,158.37,9.44,0.36,97.06,SXGCF
Enhanced DCA,21833.37,147.4,8.76,0.37,97.06,SXGCF
DCA,19552.56,136.37,8.08,0.37,97.06,SXGCF
Enhanced DCA,1750062.34,585.8,11.77,0.53,72.65,SXI
DCA,1731751.3,584.75,11.74,0.54,72.65,SXI
Weighted DCA,1685785.51,582.05,11.69,0.53,72.65,SXI
Weighted DCA,590809.51,477.21,11.04,0.5,50.61,SXT
Enhanced DCA,533861.52,467.07,10.79,0.5,50.61,SXT
DCA,524184.23,465.24,10.75,0.5,50.61,SXT
DCA,250.46,-299.39,-35.86,-0.02,99.4,SXTC
Enhanced DCA,162.6,-342.59,-39.84,-0.07,99.6,SXTC
Weighted DCA,129.58,-365.29,-41.83,-0.16,99.67,SXTC
DCA,2628.74,-64.29,-24.97,-1.34,52.5,SXTP
Enhanced DCA,2120.8,-85.76,-31.83,-1.3,63.43,SXTP
Weighted DCA,1546.1,-117.37,-40.81,-1.28,75.12,SXTP
DCA,4136.97,-18.95,-2.91,0.24,91.43,SY
Enhanced DCA,3925.88,-24.18,-3.7,0.24,91.69,SY
Weighted DCA,1802.23,-102.04,-14.69,0.19,96.19,SY
DCA,6561.06,27.17,3.62,0.27,97.79,SYAXD
Enhanced DCA,6382.04,24.4,3.24,0.27,97.79,SYAXD
Weighted DCA,4840.83,-3.24,-0.42,0.27,97.79,SYAXD
Weighted DCA,348471.76,424.41,13.95,0.59,50.32,SYBT
DCA,305896.23,411.38,13.49,0.58,50.32,SYBT
Enhanced DCA,266015.6,397.41,13.0,0.56,50.32,SYBT
Enhanced DCA,43.72,-473.94,-37.75,-0.89,99.55,SYBX
DCA,40.36,-481.94,-38.24,-0.92,99.6,SYBX
Weighted DCA,36.61,-491.7,-38.84,-0.99,99.63,SYBX
Weighted DCA,15145.74,110.83,10.43,0.42,66.28,SYF
DCA,14701.81,107.85,10.14,0.41,66.37,SYF
Enhanced DCA,14482.5,106.35,9.99,0.41,66.0,SYF
Enhanced DCA,6120.29,20.22,3.49,0.22,33.91,SYF-PA
DCA,5903.29,16.61,2.85,0.18,37.39,SYF-PA
Weighted DCA,5691.84,12.96,2.22,0.15,41.9,SYF-PA
Weighted DCA,5355.74,6.87,4.29,2.35,4.94,SYF-PB
DCA,5251.71,4.91,3.05,1.98,3.49,SYF-PB
Enhanced DCA,5175.54,3.45,2.13,1.43,2.3,SYF-PB
Enhanced DCA,3248.2,-43.13,-12.21,-1.03,69.19,SYGCF
DCA,2719.44,-60.9,-16.79,-1.2,73.48,SYGCF
Weighted DCA,1475.25,-122.06,-30.81,-1.68,86.78,SYGCF
Enhanced DCA,4887.55,-2.27,-0.48,0.05,54.92,SYHBF
DCA,4734.58,-5.45,-1.15,0.03,55.79,SYHBF
Weighted DCA,4728.04,-5.59,-1.18,0.05,56.73,SYHBF
DCA,303.11,-280.31,-50.66,-1.2,95.49,SYHMY
Enhanced DCA,283.18,-287.11,-51.5,-1.2,95.76,SYHMY
Weighted DCA,95.58,-395.72,-63.11,-1.25,98.55,SYHMY
Weighted DCA,7394.76,39.13,88.94,0.89,27.16,SYIN
DCA,6849.32,31.47,66.81,0.89,23.21,SYIN
Enhanced DCA,6832.14,31.22,66.13,0.87,22.66,SYIN
Weighted DCA,14044630.78,794.06,19.03,0.6,58.63,SYK
DCA,12244973.31,780.34,18.68,0.59,58.63,SYK
Enhanced DCA,11160652.69,771.07,18.44,0.58,58.63,SYK
Weighted DCA,29228.06,176.57,47.14,0.66,72.45,SYM
DCA,23028.62,152.73,39.67,0.65,71.61,SYM
Enhanced DCA,21334.7,145.09,37.35,0.64,70.14,SYM
Weighted DCA,51547.59,233.31,10.36,0.37,85.34,SYNA
Enhanced DCA,42764.47,214.63,9.5,0.36,85.34,SYNA
DCA,42344.56,213.64,9.45,0.36,85.34,SYNA
DCA,4086.86,-20.17,-11.0,-0.7,35.54,SYNX
Enhanced DCA,4061.83,-20.78,-11.32,-0.63,38.02,SYNX
Weighted DCA,3712.21,-29.78,-15.81,-0.66,47.52,SYNX
DCA,1239.08,-139.51,-4.35,0.18,97.97,SYPR
Enhanced DCA,952.38,-165.82,-5.15,0.18,97.97,SYPR
Weighted DCA,735.28,-191.69,-5.93,0.17,97.86,SYPR
DCA,3026.11,-50.22,-22.09,-1.75,60.9,SYRA
Enhanced DCA,2706.54,-61.38,-26.29,-1.72,69.71,SYRA
Weighted DCA,2200.21,-82.09,-33.5,-1.66,79.1,SYRA
Weighted DCA,593.88,-213.05,-20.12,-0.08,98.8,SYRE
Enhanced DCA,538.31,-222.88,-20.94,-0.09,99.04,SYRE
DCA,516.96,-226.92,-21.28,-0.1,99.04,SYRE
Weighted DCA,0.71,-885.82,-55.12,-0.53,100.0,SYTA
DCA,0.01,-1312.72,-69.5,-0.69,100.0,SYTA
Enhanced DCA,0.01,-1318.59,-69.66,-0.75,100.0,SYTA
Enhanced DCA,7583801.29,732.43,14.99,0.66,63.4,SYY
Weighted DCA,7453040.01,730.69,14.95,0.65,63.4,SYY
DCA,7351272.22,729.32,14.92,0.66,63.4,SYY
Enhanced DCA,2865.09,-55.68,-12.82,-1.26,42.94,SYYYF
DCA,2021.73,-90.55,-19.99,-1.23,59.75,SYYYF
Weighted DCA,967.38,-164.26,-33.28,-1.18,80.79,SYYYF
DCA,5002.3,0.05,0.12,0.0,0.12,SZZL
Weighted DCA,5002.53,0.05,0.14,0.0,0.15,SZZL
Enhanced DCA,5001.18,0.02,0.06,0.0,0.06,SZZL
Weighted DCA,5014.87,0.3,0.58,0.0,0.54,SZZLU
DCA,5010.38,0.21,0.4,0.0,0.4,SZZLU
Enhanced DCA,5007.6,0.15,0.29,0.0,0.24,SZZLU
Weighted DCA,406343.89,439.78,11.07,0.53,63.88,T
DCA,354201.97,426.04,10.71,0.51,63.88,T
Enhanced DCA,326645.93,417.94,10.5,0.51,63.88,T
Enhanced DCA,5674.73,12.66,2.2,0.14,18.52,T-PA
DCA,5528.79,10.05,1.74,0.1,23.38,T-PA
Weighted DCA,5302.88,5.88,1.02,0.06,29.03,T-PA
Enhanced DCA,5636.03,11.97,2.15,0.15,22.34,T-PC
DCA,5516.32,9.83,1.76,0.12,24.18,T-PC
Weighted DCA,5268.33,5.23,0.93,0.07,31.28,T-PC
Weighted DCA,15148.51,110.85,4.7,0.26,88.85,TAC
DCA,14562.93,106.9,4.53,0.26,88.87,TAC
Enhanced DCA,14450.38,106.13,4.49,0.26,88.87,TAC
Weighted DCA,5003.1,0.06,0.18,0.0,0.11,TACH
DCA,5002.2,0.04,0.12,0.0,0.08,TACH
Enhanced DCA,5001.55,0.03,0.09,0.0,0.05,TACH
Weighted DCA,5009.57,0.19,0.39,0.0,0.26,TACHU
DCA,5006.87,0.14,0.28,0.0,0.19,TACHU
Enhanced DCA,5003.91,0.08,0.16,0.0,0.1,TACHU
Enhanced DCA,5003.11,0.06,0.18,0.0,0.19,TACO
Weighted DCA,5003.02,0.06,0.18,0.0,0.36,TACO
DCA,5001.98,0.04,0.12,0.0,0.26,TACO
Weighted DCA,5012.85,0.26,0.58,0.0,0.65,TACOU
DCA,5009.27,0.19,0.42,0.0,0.47,TACOU
Enhanced DCA,5007.22,0.14,0.33,0.0,0.29,TACOU
Enhanced DCA,7629.01,42.25,1.46,0.21,94.08,TACT
DCA,7348.58,38.51,1.33,0.21,94.08,TACT
Weighted DCA,5330.75,6.41,0.22,0.21,94.06,TACT
DCA,3057.6,-49.18,-3.58,-0.31,60.18,TAGS
Enhanced DCA,2844.86,-56.39,-4.09,-0.34,63.18,TAGS
Weighted DCA,2735.29,-60.32,-4.37,-0.36,64.75,TAGS
Enhanced DCA,6938.48,32.76,1.08,0.16,90.61,TAIT
DCA,6777.27,30.41,1.0,0.15,90.61,TAIT
Weighted DCA,5837.7,15.49,0.51,0.14,90.6,TAIT
Enhanced DCA,3404.73,-38.43,-2.41,-0.09,59.55,TAK
Weighted DCA,3398.6,-38.61,-2.42,-0.09,59.59,TAK
DCA,3390.11,-38.86,-2.44,-0.09,59.6,TAK
Weighted DCA,32790.24,188.07,13.42,0.61,98.06,TAL
DCA,31563.57,184.26,13.13,0.61,98.06,TAL
Enhanced DCA,30773.16,181.72,12.94,0.6,98.06,TAL
Enhanced DCA,8152.5,48.89,9.91,0.31,56.43,TALK
DCA,7821.23,44.74,9.03,0.3,57.78,TALK
Weighted DCA,4881.86,-2.39,-0.46,0.28,79.79,TALK
Enhanced DCA,3569.68,-33.7,-4.46,0.04,74.63,TALO
DCA,3552.07,-34.19,-4.52,0.04,74.63,TALO
Weighted DCA,2739.73,-60.16,-7.82,0.03,74.94,TALO
DCA,4986.73,-0.27,-0.2,0.22,84.72,TANAF
Enhanced DCA,4979.72,-0.41,-0.3,0.1,70.59,TANAF
Weighted DCA,4670.02,-6.83,-4.96,0.2,89.12,TANAF
Enhanced DCA,10.31,-618.36,-44.42,-0.92,99.84,TANH
Weighted DCA,6.74,-660.95,-46.62,-0.91,99.89,TANH
DCA,0.29,-975.56,-60.41,-1.15,100.0,TANH
Weighted DCA,1.65,-801.9,-34.41,0.05,99.98,TAOP
DCA,1.08,-843.87,-35.84,0.05,99.99,TAOP
Enhanced DCA,1.04,-847.43,-35.96,0.04,99.99,TAOP
DCA,1284.89,-135.88,-24.58,-0.12,94.26,TAOX
Enhanced DCA,1279.99,-136.26,-24.64,-0.14,93.88,TAOX
Weighted DCA,335.12,-270.27,-42.94,-0.23,98.57,TAOX
DCA,55633.06,240.93,4.9,0.26,67.73,TAP
Enhanced DCA,55357.42,240.44,4.89,0.26,67.73,TAP
Weighted DCA,46476.29,222.95,4.53,0.25,67.73,TAP
Weighted DCA,9228.71,61.29,3.18,0.18,58.32,TAP-A
DCA,9090.76,59.78,3.1,0.18,58.32,TAP-A
Enhanced DCA,8858.7,57.2,2.96,0.17,58.31,TAP-A
Weighted DCA,5028.42,0.57,1.09,0.0,0.07,TAPR
DCA,5021.7,0.43,0.83,0.0,0.05,TAPR
Enhanced DCA,5013.26,0.26,0.51,0.0,0.03,TAPR
Enhanced DCA,174.43,-335.57,-26.42,-0.06,99.27,TARA
DCA,160.16,-344.1,-26.99,-0.07,99.35,TARA
Weighted DCA,70.51,-426.15,-32.27,-0.11,99.72,TARA
DCA,17789.03,126.91,29.18,0.52,45.08,TARS
Enhanced DCA,17266.18,123.93,28.41,0.52,44.96,TARS
Weighted DCA,16319.36,118.29,26.96,0.5,48.8,TARS
Weighted DCA,4651.47,-7.23,-1.01,0.34,99.93,TARSF
Enhanced DCA,4112.07,-19.55,-2.72,0.31,99.94,TARSF
DCA,4003.89,-22.22,-3.08,0.3,99.94,TARSF
Enhanced DCA,5137.1,2.71,0.63,0.05,48.46,TASK
DCA,5042.43,0.84,0.2,0.03,48.25,TASK
Weighted DCA,4216.88,-17.03,-3.88,-0.12,64.74,TASK
DCA,85055.86,283.39,7.64,0.36,97.34,TATT
Enhanced DCA,55016.83,239.82,6.43,0.35,97.34,TATT
Weighted DCA,53715.19,237.43,6.36,0.35,97.3,TATT
Weighted DCA,5034.72,0.69,0.88,-1.88,0.13,TAVI
DCA,5025.58,0.51,0.65,-2.91,0.09,TAVI
Enhanced DCA,5014.74,0.29,0.38,-5.77,0.06,TAVI
Weighted DCA,5022.04,0.44,0.53,-3.65,0.6,TAVIU
DCA,5015.69,0.31,0.38,-5.53,0.43,TAVIU
Enhanced DCA,5013.01,0.26,0.31,-6.86,0.27,TAVIU
Weighted DCA,64731.96,256.08,5.87,0.3,95.4,TAYD
Enhanced DCA,63849.83,254.71,5.83,0.3,95.28,TAYD
DCA,61005.33,250.15,5.73,0.3,95.26,TAYD
Weighted DCA,6551.35,27.02,3.48,0.28,16.05,TBB
DCA,6349.35,23.89,3.07,0.25,15.69,TBB
Enhanced DCA,6286.93,22.9,2.94,0.24,15.69,TBB
Enhanced DCA,4874.35,-2.55,-1.53,-0.65,8.22,TBBB
DCA,4801.24,-4.06,-2.43,-0.65,11.47,TBBB
Weighted DCA,4712.41,-5.92,-3.52,-0.6,15.68,TBBB
Weighted DCA,22077.57,148.51,7.1,0.38,92.53,TBBK
Enhanced DCA,20220.78,139.73,6.67,0.37,92.6,TBBK
DCA,20063.79,138.95,6.63,0.37,92.62,TBBK
Weighted DCA,4565.78,-9.08,-0.61,0.27,97.94,TBCH
DCA,3638.65,-31.78,-2.12,0.25,97.91,TBCH
Enhanced DCA,3507.38,-35.46,-2.36,0.25,97.87,TBCH
Weighted DCA,6720.0,29.57,64.33,0.0,13.74,TBH
DCA,6181.48,21.21,42.81,0.0,10.22,TBH
Enhanced DCA,6113.75,20.11,40.19,0.0,9.2,TBH
Enhanced DCA,837.19,-178.71,-7.43,0.24,97.81,TBHC
DCA,724.23,-193.21,-8.0,0.24,97.81,TBHC
Weighted DCA,645.32,-204.74,-8.46,0.24,97.78,TBHC
Weighted DCA,23660.34,155.44,5.06,0.29,90.49,TBI
DCA,19244.41,134.78,4.37,0.28,90.5,TBI
Enhanced DCA,15856.39,115.41,3.73,0.26,90.5,TBI
Weighted DCA,4517.63,-10.15,-2.35,-0.06,47.73,TBLA
Enhanced DCA,4430.34,-12.1,-2.8,-0.12,46.79,TBLA
DCA,4391.73,-12.97,-3.0,-0.16,45.84,TBLA
Weighted DCA,7989.73,46.87,11.86,0.77,12.27,TBLD
DCA,7715.33,43.38,10.93,0.74,8.64,TBLD
Enhanced DCA,7675.29,42.86,10.79,0.74,8.12,TBLD
DCA,4458.88,-11.45,-2.62,-0.1,62.52,TBLLF
Enhanced DCA,4102.64,-19.78,-4.49,-0.17,62.52,TBLLF
Weighted DCA,3778.97,-28.0,-6.29,-0.18,70.48,TBLLF
Weighted DCA,5541.95,10.29,4.4,0.93,3.58,TBMC
DCA,5387.75,7.47,3.18,0.78,2.59,TBMC
Enhanced DCA,5236.66,4.62,1.95,0.44,1.65,TBMC
Weighted DCA,11006.34,78.9,36.84,0.94,47.66,TBMCR
DCA,9188.56,60.85,27.36,0.96,41.47,TBMCR
Enhanced DCA,8999.66,58.77,26.32,1.04,38.65,TBMCR
Weighted DCA,6276.09,22.73,19.54,1.04,17.29,TBN
Enhanced DCA,5893.48,16.44,13.78,1.01,12.72,TBN
DCA,5877.87,16.18,13.54,1.0,12.4,TBN
